id,title,circrna_id,circ_rna_name,circrna_synonyms,disease_details,method,species,expression_pattern,description
1965,Circular RNA expression profiles in extracellular vesicles from the plasma of patients with pancreatic ductal adenocarcinoma.,hsa_circ_0000896,hsa_circ_FARSA,-,pancreatic ductal adenocarcinoma,"RT-qPCR, RNA-seq",human,up-regulated,The results indicated that 10 out of 14 circRNAs showed the same change trends and statistical significance as the circRNA-seq data.
1966,Circular RNA expression profiles in extracellular vesicles from the plasma of patients with pancreatic ductal adenocarcinoma.,hsa_circ_0101692,-,-,pancreatic ductal adenocarcinoma,"RT-qPCR, RNA-seq",human,up-regulated,The results indicated that 10 out of 15 circRNAs showed the same change trends and statistical significance as the circRNA-seq data.
1967,Circular RNA expression profiles in extracellular vesicles from the plasma of patients with pancreatic ductal adenocarcinoma.,hsa_circ_0005882,hsa_circ_STK39,-,pancreatic ductal adenocarcinoma,"RT-qPCR, RNA-seq",human,up-regulated,The results indicated that 10 out of 16 circRNAs showed the same change trends and statistical significance as the circRNA-seq data.
1968,Circular RNA expression profiles in extracellular vesicles from the plasma of patients with pancreatic ductal adenocarcinoma.,hsa_circ_0001250,hsa_circ_GRAMD4,-,pancreatic ductal adenocarcinoma,"RT-qPCR, RNA-seq",human,up-regulated,The results indicated that 10 out of 17 circRNAs showed the same change trends and statistical significance as the circRNA-seq data.
1969,Circular RNA expression profiles in extracellular vesicles from the plasma of patients with pancreatic ductal adenocarcinoma.,hsa_circ_0000128,hsa_circ_TNFAIP8L2-SCNM1,circ_TNFAIP8L2-SCNM1,pancreatic ductal adenocarcinoma,"RT-qPCR, RNA-seq",human,up-regulated,The results indicated that 10 out of 18 circRNAs showed the same change trends and statistical significance as the circRNA-seq data.
1970,Circular RNA expression profiles in extracellular vesicles from the plasma of patients with pancreatic ductal adenocarcinoma.,hsa_circ_0103896,-,-,pancreatic ductal adenocarcinoma,"RT-qPCR, RNA-seq",human,down-regulated,The results indicated that 10 out of 19 circRNAs showed the same change trends and statistical significance as the circRNA-seq data.
1971,Circular RNA expression profiles in extracellular vesicles from the plasma of patients with pancreatic ductal adenocarcinoma.,hsa_circ_0006662,hsa_circ_GLS,-,pancreatic ductal adenocarcinoma,"RT-qPCR, RNA-seq",human,down-regulated,The results indicated that 10 out of 20 circRNAs showed the same change trends and statistical significance as the circRNA-seq data.
1972,Circular RNA expression profiles in extracellular vesicles from the plasma of patients with pancreatic ductal adenocarcinoma.,hsa_circ_0035432,hsa_circ_CGNL1,-,pancreatic ductal adenocarcinoma,"RT-qPCR, RNA-seq",human,down-regulated,The results indicated that 10 out of 21 circRNAs showed the same change trends and statistical significance as the circRNA-seq data.
1973,Circular RNA expression profiles in extracellular vesicles from the plasma of patients with pancreatic ductal adenocarcinoma.,hsa_circ_0094190,-,-,pancreatic ductal adenocarcinoma,"RT-qPCR, RNA-seq",human,down-regulated,The results indicated that 10 out of 22 circRNAs showed the same change trends and statistical significance as the circRNA-seq data.
1974,Hsa_circ_0070269 inhibits hepatocellular carcinoma progression through modulating miR-182/NPTX1 axis.,hsa_circ_0070269,hsa_circ_PLAC8,-,hepatocellular carcinoma,RT-qPCR,human,up-regulated,"hsa_circ_0070269 increased NPTX1 expression via sponging miR-182 in HCC cells, which inhibited aggressive tumor behavior."
1975,The circular RNA ZNF292 alleviates OGD-induced injury in H9c2 cells via targeting BNIP3.,-,hsa_circ_ZNF292,-,ischemic heart disease,RT-qPCR,human,up-regulated,circZNF292 released OGD-induced damage in the H9c2 cells by targeting the BNIP3 through Wnt/beta-catenin and mTOR activation.
1976,circDLPAG4/HECTD1 mediates ischaemia/reperfusion injury in endothelial cells via ER stress.,-,hsa_circ_DLPAG4,-,cardiovascular disease,RT-qPCR,human,up-regulated,Our results suggest a critical role for circDLGAP4 and HECTD1 in endothelial cell dysfunction induced by I/R.
1977,Hsa_circ_0000479 as a Novel Diagnostic Biomarker of Systemic Lupus Erythematosus.,hsa_circ_0000479,hsa_circ_EPSTI1,-,systemic lupus erythematosus,"RT-qPCR, RNA-seq",human,up-regulated,hsa_circ_0000479 has potential as a novel biomarker for the diagnosis of SLE.
1978,Circ_0026344 restrains metastasis of human colorectal cancer cells via miR-183.,hsa_circ_0026344,-,circ_0026344,colorectal cancer,RT-qPCR,human,up-regulated,"Silence of circ_0026344 promotes CRC cells migration, invasion and EMT process; miR-183 is a downstream effector of circ_0026344."
1979,Circular RNA Pleiotrophin promotes carcinogenesis in glioma via regulation of microRNA-122/SRY-box transcription factor 6 axis.,-,hsa_circ_PTN,-,glioma,RT-qPCR,human,up-regulated,"Circ_PTN acted as a sponge of miR-122 and upregulated miR-122 target SOX6, thus promoting carcinogenesis of glioma cells."
1980,Circular RNA expression profiles alter significantly after intracerebral hemorrhage in rats.,-,-,rno_circRNA_011054,intracerebral hemorrhage,"RT-qPCR, microarray",rat,up-regulated,The expression level of 2 up-regulated (rno_circRNA_011054 and rno_circRNA_005098) and 1 down-regulated (rno_circRNA_012556) statistically altered after ICH compared with the sham groups and these results were consistent with the microarray data.
1981,Circular RNA expression profiles alter significantly after intracerebral hemorrhage in rats.,-,-,rno_circRNA_005098,intracerebral hemorrhage,"RT-qPCR, microarray",rat,up-regulated,The expression level of 2 up-regulated (rno_circRNA_011054 and rno_circRNA_005098) and 1 down-regulated (rno_circRNA_012556) statistically altered after ICH compared with the sham groups and these results were consistent with the microarray data.
1982,Circular RNA expression profiles alter significantly after intracerebral hemorrhage in rats.,-,-,rno_circRNA_012556,intracerebral hemorrhage,"RT-qPCR, microarray",rat,down-regulated,The expression level of 2 up-regulated (rno_circRNA_011054 and rno_circRNA_005098) and 1 down-regulated (rno_circRNA_012556) statistically altered after ICH compared with the sham groups and these results were consistent with the microarray data.
1983,Circ-RPL15: a plasma circular RNA as novel oncogenic driver to promote progression of chronic lymphocytic leukemia.,-,hsa_circ_RPL15,circ-RPL15,chronic lymphocytic leukemia,RT-qPCR,human,up-regulated,Circ-RPL15: a plasma circular RNA as novel oncogenic driver to promote progression of chronic lymphocytic leukemia.
1984,Exosomal Circular RNA as a Biomarker Platform for the Early Diagnosis of Immune-Mediated Demyelinating Disease.,hsa_circ_0087862,hsa_circ_RAD23B,-,demyelinating disease,"RT-qPCR, microarray",human,up-regulated,"The expressions of hsa_circ_0087862 and hsa_circ_0012077 in immune-mediated demyelinating disease samples were upregulated 3.55-fold and 1.45-fold, respectively, compared with control samples, with statistically significant differences; the expressions of hsa_circ_0001627 and hsa_circ_0082352 in immune-mediated demyelinating disease samples were downregulated 1.18-fold and 1.05-fold, respectively, compared with control samples."
1985,Exosomal Circular RNA as a Biomarker Platform for the Early Diagnosis of Immune-Mediated Demyelinating Disease.,hsa_circ_0012077,hsa_circ_PTPRF,-,demyelinating disease,"RT-qPCR, microarray",human,up-regulated,"The expressions of hsa_circ_0087862 and hsa_circ_0012077 in immune-mediated demyelinating disease samples were upregulated 3.55-fold and 1.45-fold, respectively, compared with control samples, with statistically significant differences; the expressions of hsa_circ_0001627 and hsa_circ_0082352 in immune-mediated demyelinating disease samples were downregulated 1.18-fold and 1.05-fold, respectively, compared with control samples."
1986,Exosomal Circular RNA as a Biomarker Platform for the Early Diagnosis of Immune-Mediated Demyelinating Disease.,hsa_circ_0001627,hsa_circ_BACH2,-,demyelinating disease,"RT-qPCR, microarray",human,down-regulated,"The expressions of hsa_circ_0087862 and hsa_circ_0012077 in immune-mediated demyelinating disease samples were upregulated 3.55-fold and 1.45-fold, respectively, compared with control samples, with statistically significant differences; the expressions of hsa_circ_0001627 and hsa_circ_0082352 in immune-mediated demyelinating disease samples were downregulated 1.18-fold and 1.05-fold, respectively, compared with control samples."
1987,Exosomal Circular RNA as a Biomarker Platform for the Early Diagnosis of Immune-Mediated Demyelinating Disease.,hsa_circ_0082352,hsa_circ_TMEM209,-,demyelinating disease,"RT-qPCR, microarray",human,down-regulated,"The expressions of hsa_circ_0087862 and hsa_circ_0012077 in immune-mediated demyelinating disease samples were upregulated 3.55-fold and 1.45-fold, respectively, compared with control samples, with statistically significant differences; the expressions of hsa_circ_0001627 and hsa_circ_0082352 in immune-mediated demyelinating disease samples were downregulated 1.18-fold and 1.05-fold, respectively, compared with control samples."
1988,Selective downregulation of distinct circRNAs in the tissues and plasma of patients with primary hepatic carcinoma.,hsa_circ_0003056,hsa_circ_PITPNB,-,hepatic carcinoma,"RT-qPCR, RNA-seq",human,up-regulated,The results indicated that hsa_circ_0003056 exhibited reduced expression in PHC tissues.
1989,Selective downregulation of distinct circRNAs in the tissues and plasma of patients with primary hepatic carcinoma.,hsa_circ_0067127,hsa_circ_ALDH1L1,-,hepatic carcinoma,"RT-qPCR, RNA-seq",human,up-regulated,hsa_circ_0067127 was significantly downregulated in the patients plasma.
1990,"Changing expression profiles of lncRNAs, circRNAs and mRNAs in esophageal squamous carcinoma.",hsa_circ_0025580,hsa_circ_SLCO1B3,-,esophageal squamous cell carcinoma,"RT-qPCR, microarray",human,up-regulated,"circRNAs hsa_circ_0025580, hsa_circ_0024108 and hsa_circ_0025933 were upregulated in ESCC compared with those of the control."
1991,"Changing expression profiles of lncRNAs, circRNAs and mRNAs in esophageal squamous carcinoma.",hsa_circ_0024108,hsa_circ_MMP1,-,esophageal squamous cell carcinoma,"RT-qPCR, microarray",human,up-regulated,"circRNAs hsa_circ_0025580, hsa_circ_0024108 and hsa_circ_0025933 were upregulated in ESCC compared with those of the control."
1992,"Changing expression profiles of lncRNAs, circRNAs and mRNAs in esophageal squamous carcinoma.",hsa_circ_0025933,hsa_circ_NELL2,-,esophageal squamous cell carcinoma,"RT-qPCR, microarray",human,up-regulated,"circRNAs hsa_circ_0025580, hsa_circ_0024108 and hsa_circ_0025933 were upregulated in ESCC compared with those of the control."
1993,The integrative regulatory network of circRNA and microRNA in keloid scarring.,hsa_circ_0057452,hsa_circ_COL5A2,-,keloid,"RT-qPCR, microarray",human,up-regulated,"hsa_circ_0057452, hsa_circ_0007482, hsa_circ_0020792, hsa_circ_0057342, and hsa_circ_0043688 were significantly upregulated in keloid tissues."
1994,The integrative regulatory network of circRNA and microRNA in keloid scarring.,hsa_circ_0007482,hsa_circ_COL5A1,-,keloid,"RT-qPCR, microarray",human,up-regulated,"hsa_circ_0057452, hsa_circ_0007482, hsa_circ_0020792, hsa_circ_0057342, and hsa_circ_0043688 were significantly upregulated in keloid tissues."
1995,The integrative regulatory network of circRNA and microRNA in keloid scarring.,hsa_circ_0020792,hsa_circ_INS-IGF2,-,keloid,"RT-qPCR, microarray",human,up-regulated,"hsa_circ_0057452, hsa_circ_0007482, hsa_circ_0020792, hsa_circ_0057342, and hsa_circ_0043688 were significantly upregulated in keloid tissues."
1996,The integrative regulatory network of circRNA and microRNA in keloid scarring.,hsa_circ_0057342,hsa_circ_COL3A1,-,keloid,"RT-qPCR, microarray",human,up-regulated,"hsa_circ_0057452, hsa_circ_0007482, hsa_circ_0020792, hsa_circ_0057342, and hsa_circ_0043688 were significantly upregulated in keloid tissues."
1997,The integrative regulatory network of circRNA and microRNA in keloid scarring.,hsa_circ_0043688,hsa_circ_FKBP10,-,keloid,"RT-qPCR, microarray",human,up-regulated,"hsa_circ_0057452, hsa_circ_0007482, hsa_circ_0020792, hsa_circ_0057342, and hsa_circ_0043688 were significantly upregulated in keloid tissues."
1998,Identification of hsa_circ_0001821 as a Novel Diagnostic Biomarker in Gastric Cancer via Comprehensive Circular RNA Profiling.,hsa_circ_0001821,hsa_circ_TCONS_00015354,-,gastric cancer,"RT-qPCR, RNA-seq",human,up-regulated,"hsa_circ_0001821 was demonstrated to mainly locate in the cytoplasm, implying that it played a potential regulatory role in GC at the posttranscriptional level."
1999,Association of circular RNAs and environmental risk factors with coronary heart disease.,hsa_circ_0008507,hsa_circ_GBA3,-,coronary heart disease,"RT-qPCR, RNA-seq",human,up-regulated,"Hsa_circ_0008507, hsa_circ_0001946 and hsa_circ_0000284 were closely related to the occurrence and development of CHD."
2000,Association of circular RNAs and environmental risk factors with coronary heart disease.,hsa_circ_0001946,hsa_circ_CDR1,"ciRS-7, CDR1as",coronary heart disease,"RT-qPCR, RNA-seq",human,up-regulated,"Hsa_circ_0008507, hsa_circ_0001946 and hsa_circ_0000284 were closely related to the occurrence and development of CHD."
2001,Association of circular RNAs and environmental risk factors with coronary heart disease.,hsa_circ_0000284,hsa_circ_HIPK3,-,coronary heart disease,"RT-qPCR, RNA-seq",human,up-regulated,"Hsa_circ_0008507, hsa_circ_0001946 and hsa_circ_0000284 were closely related to the occurrence and development of CHD."
2002,N(6)-methyladenosine modification of circNSUN2 facilitates cytoplasmic export and stabilizes HMGA2 to promote colorectal liver metastasis.,-,hsa_circ_NSUN2,-,colorectal cancer,"RT-qPCR, RNA-seq",human,up-regulated,"N6-methyladenosine modification of circNSUN2 modulates cytoplasmic export and stabilizes HMGA2 to promote CRC LM, and suggest that circNSUN2 could represent a critical prognostic marker and/or therapeutic target for the disease."
2003,CircPLEKHM3 acts as a tumor suppressor through regulation of the miR-9/BRCA1/DNAJB6/KLF4/AKT1 axis in ovarian cancer.,-,hsa_circ_PLEKHM3,-,ovarian cancer,RNA-seq,human,up-regulated,circPLEKHM3 functions as a tumor suppressor in ovarian cancer cells by targeting the miR-9/BRCA1/DNAJB6/KLF4/AKT1 axis.
2004,Circular RNA FOXP1 promotes tumor progression and Warburg effect in gallbladder cancer by regulating PKLR expression.,-,hsa_circ_FOXP1,-,gallbladder cancer,"RT-qPCR, RNA-seq",human,up-regulated,circFOXP1 serve as a prognostic biomarker and critical regulator in GBC progression and Warburg effect.
